YDR384C	YMR303C	0.9903344683083466
YNL327W	YOR264W	0.9903334620883646
YMR303C	YOR388C	0.990001276761146
YNL009W	YPL147W	0.9897804707270013
YDR256C	YPL147W	0.9892659111770963
YOR247W	YOR248W	0.9891465898414065
YDR256C	YKR009C	0.9876064121903403
YLR284C	YPL147W	0.9865874343667983
YBL039C	YPL093W	0.9862700389176013
YKL138C	YLR069C	0.9858296595408836
YDR256C	YLR284C	0.9857736730955606
YML042W	YPR006C	0.9856494153903731
YLR284C	YNL009W	0.9852978530173789
YBL039C	YER126C	0.9851959726879357
YKR006C	YLR069C	0.9851320920700463
YBL039C	YNL248C	0.9850470261244001
YDL223C	YGR088W	0.9842007036469926
YOR173W	YPR026W	0.9839648017122675
YEL050C	YGR076C	0.9839571568520707
YDL222C	YDL223C	0.9836945852706973
YDL223C	YMR174C	0.9836487345250978
YLL008W	YNL062C	0.9833733914347663
YER015W	YGL205W	0.9832661732843462
YDR070C	YMR174C	0.983054722049229
YDL223C	YDR070C	0.9829465926024711
YAL054C	YDR384C	0.9827491545541353
YDL202W	YEL050C	0.9825981000112528
YMR174C	YMR322C	0.9824561887696198
YCR010C	YDR384C	0.9822315624048208
YDR322W	YEL050C	0.9820515182936097
YLR175W	YOR310C	0.9820509074041954
YLR069C	YNR037C	0.982001000185884
YAL054C	YCR010C	0.981270856378219
YBR120C	YBR122C	0.9812604320026623
YER070W	YNL102W	0.9812531011817256
YGL120C	YOR004W	0.9809464062457913
YAL054C	YKR009C	0.9805713921602826
YNL284C	YPL173W	0.9805324279554299
YLR178C	YOR173W	0.9804156985058324
YAL054C	YDR256C	0.9803644885340391
YER070W	YNL289W	0.9793947996064236
YAL054C	YMR303C	0.9793796284951934
YKR013W	YNL300W	0.9793672478732384
YBR117C	YDL223C	0.9793598007117374
YGR248W	YOL052C-A	0.9792061864610417
YIL160C	YOR388C	0.9791923544724624
YBR117C	YGR088W	0.9790627818178872
YBL039C	YOR272W	0.9789994266237835
YMR174C	YMR175W	0.9789948122211397
YBL039C	YDR083W	0.9787469276950036
YDL202W	YDR322W	0.9787381014707108
YBR169C	YER103W	0.9786919382316001
YAL054C	YOR388C	0.9786633139566898
YGL068W	YLR069C	0.9785929291730852
YBL039C	YLR009W	0.9785737110673753
YGR088W	YMR174C	0.9785666713570871
YLR009W	YOR004W	0.9784865631626433
YER126C	YNL248C	0.9784305280609649
YHR128W	YOR361C	0.9784164257908213
YBL039C	YOR004W	0.9783502496566219
YNL062C	YOR340C	0.9779685364657313
YLR009W	YLR196W	0.977951289383534
YBL039C	YNL062C	0.9778633969657156
YGR043C	YMR322C	0.9776961077794475
YBL039C	YLL008W	0.9776822562010373
YML128C	YMR174C	0.9776718850557959
YKR060W	YLL008W	0.9776605237909954
YER015W	YML042W	0.9775301162300603
YBL039C	YNR012W	0.9775227127160628
YDL014W	YPL086C	0.9775165132295339
YBL038W	YBR122C	0.9774821730223325
YDR256C	YMR303C	0.9772521563335665
YML093W	YOR340C	0.9772068349956976
YDR083W	YPL093W	0.9771314702807904
YBR117C	YMR174C	0.9770980060591322
YDR256C	YIL160C	0.9769791003780023
YKR009C	YNL009W	0.9769718607712723
YGL205W	YKR009C	0.9769131359938977
YBL039C	YLL011W	0.9769111321497586
YCR010C	YOR388C	0.9768852216577758
YDR380W	YPR006C	0.976675159358866
YBR117C	YMR175W	0.9766427829948909
YBL075C	YNL014W	0.9764856795118773
YNL061W	YPR010C	0.9764856087008189
YDR322W	YLR312W-A	0.9763851554106128
YDR256C	YGL205W	0.9761545618118509
YGL156W	YHR106W	0.9760377394518145
YGL068W	YNR037C	0.975881099694787
YER126C	YPL093W	0.9758630995010263
YDL060W	YDR398W	0.9757958170534896
YHR052W	YHR196W	0.9757914915521306
YDR101C	YML093W	0.9757424984614559
YNL062C	YOR004W	0.9756774686976544
YLR175W	YNL175C	0.9756302681252498
YDR101C	YNL061W	0.9754662278642683
YDL204W	YMR174C	0.9754463334616373
YJL122W	YLR009W	0.9754014055989588
YML042W	YPR001W	0.9753156449424104
YCR010C	YMR303C	0.9751821994947955
YAL054C	YIL160C	0.9751649184965325
YBL039C	YLR196W	0.9751250842534055
YGR165W	YIL093C	0.975066373492445
YEL050C	YLR312W-A	0.9749413731349463
YKR009C	YPL147W	0.9748416084951329
YKL138C	YKR006C	0.9747896675613614
YDL085W	YNL202W	0.9747083168023803
YDR070C	YGR088W	0.9746805320053871
YLR009W	YPL093W	0.9746647908171202
YNL062C	YNL248C	0.9745838998199042
YBL038W	YDL045W-A	0.974579619753858
YKL188C	YKR009C	0.9744511506904701
YNL248C	YOR272W	0.9744152587149417
YLR258W	YOR173W	0.9743926634910444
YGR043C	YML128C	0.9742769174858648
YBR158W	YGL028C	0.9742508279097483
YKR009C	YLR284C	0.9741914623317967
YDL202W	YDR347W	0.9741838214954346
YDR165W	YLL008W	0.9741312306719344
YGR043C	YMR174C	0.9740060598393845
YNL112W	YNL141W	0.9739728494603106
YBL039C	YML093W	0.9739719669831913
YBL039C	YMR131C	0.9739608708652271
YBL039C	YGL120C	0.9738848409397708
YBR268W	YGR076C	0.9736496245422027
YCL054W	YCR057C	0.9736029691398482
YPL093W	YPR010C	0.9735751377916076
YLR196W	YOR272W	0.9735054649666436
YKR006C	YNR037C	0.9734721706245112
YER015W	YLR284C	0.9734704988131585
YER015W	YKL188C	0.9733774373014425
YLR175W	YPR010C	0.9733273709467662
YER006W	YPL093W	0.973257814695163
YER126C	YNR012W	0.9732439735658996
YOR004W	YOR272W	0.9731993772784251
YNR053C	YNR054C	0.973030110123104
YDR256C	YER015W	0.9728242599192438
YLR009W	YOR272W	0.9727561061655793
YLL008W	YNL248C	0.9727316857600758
YLR069C	YNL315C	0.9727172353748875
YDR120C	YPL012W	0.9726958140551502
YNL061W	YPL093W	0.9726170915891796
YMR131C	YNL062C	0.9725587002480893
YHR106W	YIL124W	0.972547582726926
YDL082W	YER131W	0.972509699266919
YML093W	YNL062C	0.9724921697041667
YHR143W	YLR286C	0.9723491334304544
YER054C	YOL084W	0.9722198745548052
YNL175C	YOR310C	0.9721203513773983
